7EV9-D1,ranked,ranked_0,0.780
7EV9-D1,Mod-5ranked,Mod-5ranked_unsupervised_0,1.293
7EV9-D1,Modalpha_2best_unsupervised,Mod-2best_unsupervised_0,1.688
7EV9-D1,ranked,ranked_1,0.814
7EV9-D1,Mod-5ranked,Mod-5ranked_unsupervised_1,2.198
7EV9-D1,Modalpha_2best_unsupervised,Mod-2best_unsupervised_1,2.322
7EV9-D1,ranked,ranked_2,2.429
7EV9-D1,Mod-5ranked,Mod-5ranked_unsupervised_2,2.365
7EV9-D1,Modalpha_2best_unsupervised,Mod-2best_unsupervised_2,2.407
7EV9-D1,ranked,ranked_3,1.898
7EV9-D1,Mod-5ranked,Mod-5ranked_unsupervised_3,1.629
7EV9-D1,Modalpha_2best_unsupervised,Mod-2best_unsupervised_3,2.243
7EV9-D1,ranked,ranked_4,2.133
7EV9-D1,Mod-5ranked,Mod-5ranked_unsupervised_4,1.325
7EV9-D1,Modalpha_2best_unsupervised,Mod-2best_unsupervised_4,3.488
