7KZZ-D1,ranked,ranked_0,2.395
7KZZ-D1,Mod-5ranked,Mod-5ranked_unsupervised_0,2.982
7KZZ-D1,Modalpha_2best_unsupervised,Mod-2best_unsupervised_0,2.666
7KZZ-D1,ranked,ranked_1,2.405
7KZZ-D1,Mod-5ranked,Mod-5ranked_unsupervised_1,2.997
7KZZ-D1,Modalpha_2best_unsupervised,Mod-2best_unsupervised_1,3.378
7KZZ-D1,ranked,ranked_2,2.516
7KZZ-D1,Mod-5ranked,Mod-5ranked_unsupervised_2,2.074
7KZZ-D1,Modalpha_2best_unsupervised,Mod-2best_unsupervised_2,2.215
7KZZ-D1,ranked,ranked_3,2.569
7KZZ-D1,Mod-5ranked,Mod-5ranked_unsupervised_3,1.961
7KZZ-D1,Modalpha_2best_unsupervised,Mod-2best_unsupervised_3,2.460
7KZZ-D1,ranked,ranked_4,2.625
7KZZ-D1,Mod-5ranked,Mod-5ranked_unsupervised_4,2.932
7KZZ-D1,Modalpha_2best_unsupervised,Mod-2best_unsupervised_4,2.880
