7L6U-D1,ranked,ranked_0,1.842
7L6U-D1,Mod-5ranked,Mod-5ranked_unsupervised_0,2.278
7L6U-D1,Modalpha_2best_unsupervised,Mod-2best_unsupervised_0,1.879
7L6U-D1,ranked,ranked_1,1.906
7L6U-D1,Mod-5ranked,Mod-5ranked_unsupervised_1,2.361
7L6U-D1,Modalpha_2best_unsupervised,Mod-2best_unsupervised_1,1.958
7L6U-D1,ranked,ranked_2,2.476
7L6U-D1,Mod-5ranked,Mod-5ranked_unsupervised_2,2.276
7L6U-D1,Modalpha_2best_unsupervised,Mod-2best_unsupervised_2,1.870
7L6U-D1,ranked,ranked_3,2.714
7L6U-D1,Mod-5ranked,Mod-5ranked_unsupervised_3,2.260
7L6U-D1,Modalpha_2best_unsupervised,Mod-2best_unsupervised_3,1.892
7L6U-D1,ranked,ranked_4,2.613
7L6U-D1,Mod-5ranked,Mod-5ranked_unsupervised_4,2.511
7L6U-D1,Modalpha_2best_unsupervised,Mod-2best_unsupervised_4,1.928
